word,lemma,pos,frequency
seesaw,seesaw,NOUN,370
strong,strong,ADJ,370
mail,mail,NOUN,369
hospital,hospital,NOUN,369
times,time,NOUN,369
buttons,button,NOUN,369
eats,eat,VERB,368
dishes,dish,NOUN,368
ta,to,PART,367
swimming,swim,NOUN,367
body,body,NOUN,366
jacket,jacket,NOUN,366
puppet,puppet,NOUN,365
riding,ride,VERB,365
fork,fork,NOUN,364
mummy,Mummy,PROPN,364
wood,wood,NOUN,364
started,start,VERB,364
pink,pink,ADJ,363
baby,baby,ADJ,360
upstairs,upstairs,ADV,360
t,t,NOUN,360
georgie,Georgie,PROPN,360
preschool,preschool,NOUN,359
all_gone,all_gone,PROPN,359
sort,sort,NOUN,358
next,next,ADV,358
reach,reach,VERB,358
that,that,PUNCT,357
kalie,Kalie,PROPN,357
afraid,afraid,ADJ,356
empty,empty,ADJ,355
wagon,wagon,NOUN,355
robin,Robin,PROPN,354
real,real,ADV,354
football,football,NOUN,354
swim,swim,VERB,353
corn,corn,NOUN,352
grover,Grover,PROPN,352
grandma,Grandma,PROPN,352
kinda,kinda,ADV,351
closed,close,VERB,349
tie,tie,VERB,349
ladder,ladder,NOUN,349
usually,usually,ADV,348
dwww,Dwww,PROPN,348
ago,ago,ADV,348
comb,comb,NOUN,347
bunch,bunch,NOUN,346
a,a,PUNCT,346
jumped,jump,VERB,346
soap,soap,NOUN,346
horsie,horsie,PROPN,346
nah,nah,INTJ,345
driver,driver,NOUN,345
turning,turn,VERB,345
machine,machine,NOUN,345
scissors,scissors,NOUN,345
hop,hop,NOUN,345
whee,whee,INTJ,344
useta,useta,NOUN,344
can't,can't,NOUN,344
ground,ground,NOUN,343
instead,instead,ADV,343
vroom,vroom,PROPN,343
twelve,twelve,NUM,343
hafta,hafta,NOUN,343
fits,fit,VERB,342
mice,mouse,NOUN,342
show,show,NOUN,341
whoop,whoop,NOUN,341
e,e,PROPN,341
rug,rug,NOUN,341
cats,cat,NOUN,341
living,living,NOUN,340
le,le,VERB,340
butterfly,butterfly,NOUN,340
god,God,PROPN,338
knocked,knock,VERB,338
asked,ask,VERB,337
bears,bear,NOUN,337
choo_choo,choo_choo,NOUN,337
gosh,gosh,INTJ,336
magic,magic,NOUN,336
stairs,stair,NOUN,334
pete,Pete,PROPN,334
watching,watch,VERB,334
world,world,NOUN,333
lay,lay,VERB,333
loud,loud,ADJ,332
such,such,DET,332
ryan,Ryan,PROPN,332
pay,pay,VERB,332
gotta,gotta,PART,331
short,short,ADJ,331
sposta,sposta,NOUN,331
yay,yay,INTJ,330
building,building,NOUN,330
check,check,VERB,329
lives,live,VERB,328
plane,plane,NOUN,328
key,key,NOUN,328
holes,hole,NOUN,328
named,name,VERB,327
thirty,thirty,NUM,327
dingo,Dingo,PROPN,326
d,d,PROPN,324
square,square,NOUN,324
lois,Lois,PROPN,324
purse,purse,NOUN,323
oh_boy,oh_boy,PROPN,322
bedroom,bedroom,NOUN,322
snoopy,Snoopy,PROPN,322
tickle,tickle,VERB,322
card,card,NOUN,322
keys,key,NOUN,321
awoh,awoh,PROPN,320
rocks,rock,NOUN,320
sleepy,sleepy,ADJ,320
pink,pink,NOUN,319
tongue,tongue,NOUN,319
kick,kick,VERB,318
gotta,gotta,ADV,318
drinking,drink,VERB,318
fence,fence,NOUN,318
sweetie,sweetie,NOUN,318
grape,grape,NOUN,317
waiting,wait,VERB,315
haha,haha,INTJ,315
shut,shut,VERB,313
years,year,NOUN,313
witch,witch,NOUN,313
rachel,Rachel,PROPN,313
orange,orange,NOUN,313
de,de,PROPN,312
anyway,anyway,INTJ,312
dry,dry,ADJ,312
paint,paint,NOUN,312
thirsty,thirsty,ADJ,312
giving,give,VERB,310
dirt,dirt,NOUN,310
good,good,INTJ,310
visit,visit,VERB,309
tight,tight,ADJ,309
pizza,pizza,NOUN,309
space,space,NOUN,309
ice_cream,ice_cream,NOUN,309
eric,Eric,PROPN,308
momma,momma,NOUN,308
teddy,teddy,NOUN,308
band,band,NOUN,308
toe,toe,NOUN,307
rain,rain,NOUN,306
summer,summer,NOUN,306
needta,needta,NOUN,306
bang,bang,NOUN,305
pony,pony,NOUN,305
surprise,surprise,NOUN,304
slide,slide,VERB,304
johnny,Johnny,PROPN,304
angry,angry,ADJ,304
save,save,VERB,303
picked,pick,VERB,303
stove,stove,NOUN,303
fat,fat,ADJ,303
telling,tell,VERB,302
race,race,NOUN,302
thinking,think,VERB,302
bro,bro,NOUN,302
crash,crash,NOUN,302
each_other,each_other,NOUN,301
miss,miss,VERB,301
names,name,NOUN,300
investigator,investigator,NOUN,300
dance,dance,VERB,299
snack,snack,NOUN,298
only,only,ADJ,298
mickey,Mickey,PROPN,297
matty,Matty,PROPN,297
kiss,kiss,VERB,297
john,John,PROPN,297
each,each,DET,297
win,win,VERB,296
alligator,alligator,NOUN,295
playdough,playdough,NOUN,295
talk,talk,NOUN,295
roof,roof,NOUN,295
ducks,duck,NOUN,295
backwards,backwards,ADV,295
fall,fall,NOUN,294
smell,smell,VERB,293
takes,take,VERB,293
zebra,zebra,NOUN,292
presents,present,NOUN,292
merry,merry,NOUN,291
bugs,bug,NOUN,290
mary,Mary,PROPN,290
can't,can't,VERB,290
medicine,medicine,NOUN,288
ho,ho,INTJ,288
goodbye,goodbye,NOUN,287
oops,oop,NOUN,287
erin,Erin,PROPN,287
spell,spell,VERB,286
peekaboo,peekaboo,NOUN,286
refrigerator,refrigerator,NOUN,286
bee,bee,NOUN,286
problem,problem,NOUN,285
smart,smart,ADJ,285
o'clock,o'clock,NOUN,285
dollar,dollar,NOUN,284
pajamas,pajamas,NOUN,284
grandpa,grandpa,NOUN,283
hate,hate,VERB,283
fight,fight,VERB,282
plates,plate,NOUN,282
travis,Travis,PROPN,282
jack,Jack,PROPN,282
second,second,ADJ,282
king,king,NOUN,282
trip,trip,NOUN,281
teach,teach,VERB,281
daddy,daddy,INTJ,281
snowman,snowman,NOUN,281
numbers,number,NOUN,281
dance,dance,NOUN,281
lying,lie,VERB,280
sposta,sposta,ADV,280
urs,Urs,PROPN,279
sticky,sticky,ADJ,279
nut,nut,NOUN,279
sink,sink,NOUN,279
turkey,turkey,NOUN,279
pancakes,pancake,NOUN,279
sock,sock,NOUN,279
pocketbook,pocketbook,NOUN,279
glad,glad,ADJ,279
die,die,VERB,279
bump,bump,NOUN,278
oh_my_goodness,oh_my_goodness,PROPN,278
cover,cover,NOUN,277
flat,flat,ADJ,277
ssh,ssh,NOUN,277
swing,swing,NOUN,277
megan,Megan,PROPN,277
cows,cow,NOUN,276
paint,paint,VERB,275
games,game,NOUN,275
pigs,pig,NOUN,275
fireman,fireman,NOUN,275
bicycle,bicycle,NOUN,274
chick,chick,NOUN,274
sposta,sposta,ADJ,274
emily,Emily,PROPN,274
eleven,eleven,NUM,273
sound,sound,NOUN,273
stool,stool,NOUN,272
hurry,hurry,VERB,272
fifty,fifty,NUM,271
tried,try,VERB,271
karen,Karen,PROPN,271
writing,write,VERB,271
beads,bead,NOUN,270
rope,rope,NOUN,269
spaghetti,spaghetti,NOUN,269
shape,shape,NOUN,268
yucky,yucky,ADJ,268
asleep,asleep,ADJ,268
's,'s,PUNCT,268
cage,cage,NOUN,267
reading,read,VERB,267
castle,castle,NOUN,267
excuse,excuse,VERB,266
goin,go,AUX,266
salt,salt,NOUN,266
cash,cash,NOUN,266
reindeer,reindeer,NOUN,265
rubber,rubber,NOUN,265
ba,ba,PROPN,264
toes,toe,NOUN,263
stop,stop,NOUN,263
wind,wind,NOUN,263
donald,Donald,PROPN,263
upside,upside,NOUN,262
heart,heart,NOUN,262
suitcase,suitcase,NOUN,261
can,can,NOUN,261
trunk,trunk,NOUN,261
cards,card,NOUN,261
jumping,jump,VERB,261
crib,crib,NOUN,261
grapes,grape,NOUN,261
lose,lose,VERB,261
knee,knee,NOUN,261
since,since,SCONJ,260
cents,cent,NOUN,260
whats,whats,PRON,260
hug,hug,NOUN,260
sure,sure,ADV,260
yuck,yuck,INTJ,259
ursula,Ursula,PROPN,259
farmer,farmer,NOUN,259
please,please,NOUN,258
wanna,wanna,NOUN,258
helicopter,helicopter,NOUN,258
drawer,drawer,NOUN,257
linda,Linda,PROPN,257
drum,drum,NOUN,257
upside,upside,ADV,257
sposta,sposta,X,256
gonna,gonna,ADJ,256
set,set,NOUN,256
how_about,how_about,INTJ,255
quite,quite,ADV,255
figure,figure,VERB,255
alive,alive,ADJ,254
umbrella,umbrella,NOUN,254
before,before,ADP,254
e,e,X,254
liked,like,VERB,253
died,die,VERB,253
motor,motor,NOUN,252
whoops,whoop,NOUN,251
register,register,NOUN,251
stopped,stop,VERB,251
pretending,pretend,VERB,250
gi,be,VERB,250
andrew,Andrew,PROPN,250
move,move,NOUN,250
kill,kill,VERB,250
sharp,sharp,ADJ,249
oscar,Oscar,PROPN,249
sunday,Sunday,PROPN,249
of,of,SCONJ,249
rooster,rooster,NOUN,248
mama,Mama,PROPN,248
w,with,ADP,248
zoom,zoom,NOUN,247
hill,hill,NOUN,247
how_about,how_about,VERB,247
scare,scare,VERB,246
nickel,nickel,NOUN,245
m,m,PROPN,245
raisins,raisin,NOUN,245
james,James,PROPN,245
crazy,crazy,ADJ,245
used,use,VERB,244
blue,blue,NOUN,244
baseball,baseball,NOUN,244
downstairs,downstairs,ADV,242
choo_choo,choo_choo,X,242
hulk,Hulk,PROPN,241
television,television,NOUN,241
mud,mud,NOUN,241
shark,shark,NOUN,240
board,board,NOUN,239
care,care,VERB,239
cried,cry,VERB,239
drawing,draw,VERB,239
s,be,AUX,239
spilled,spill,VERB,239
trick,trick,NOUN,239
pet,pet,NOUN,238
monkeys,monkey,NOUN,238
dada,Dada,PROPN,238
crackers,cracker,NOUN,238
press,press,VERB,238
belong,belong,VERB,238
porcupine,porcupine,NOUN,237
shower,shower,NOUN,237
jack,jack,NOUN,237
horn,horn,NOUN,237
question,question,NOUN,237
carrots,carrot,NOUN,237
monsters,monster,NOUN,236
nonna,Nonna,PROPN,236
sound,sound,VERB,236
balloons,balloon,NOUN,235
magazine,magazine,NOUN,235
mrs,Mrs,PROPN,235
magnets,magnet,NOUN,234
trash,trash,NOUN,234
step,step,VERB,233
cold,cold,NOUN,233
shovel,shovel,NOUN,233
shake,shake,VERB,233
beat,beat,VERB,232
dream,dream,NOUN,232
needta,need,VERB,232
smoke,smoke,NOUN,231
owl,owl,NOUN,231
dish,dish,NOUN,230
spot,spot,NOUN,230
corner,corner,NOUN,230
either,either,ADV,229
g,gram,PROPN,229
forty,forty,NUM,229
't,'t,PART,229
mind,mind,VERB,229
sweet,sweet,ADJ,229
boot,boot,NOUN,229
trucks,truck,NOUN,228
metal,metal,NOUN,228
voice,voice,NOUN,227
dump,dump,NOUN,227
bone,bone,NOUN,227
deer,deer,NOUN,227
jennifer,Jennifer,PROPN,227
flew,fly,VERB,227
change,change,NOUN,226
bert,Bert,PROPN,226
fruit,fruit,NOUN,226
potty,potty,NOUN,226
playin,playin,VERB,226
hippopotamus,hippopotamus,NOUN,225
bones,bone,NOUN,225
bow,bow,NOUN,224
tape,tape,VERB,224
dumbo,Dumbo,PROPN,223
meant,mean,VERB,222
pulling,pull,VERB,222
yogurt,yogurt,NOUN,222
keeps,keep,VERB,222
triangle,triangle,NOUN,222
throw,throw,NOUN,221
apples,apple,NOUN,221
hop,hop,VERB,221
using,use,VERB,220
brian,Brian,PROPN,220
tear,tear,VERB,220
suit,suit,NOUN,220
luke,Luke,PROPN,219
b,b,X,219
tools,tool,NOUN,219
round,round,ADJ,219
sticks,stick,NOUN,219
ruff,ruff,NOUN,219
thumb,thumb,NOUN,219
mind,mind,NOUN,219
along,along,ADV,218
sweater,sweater,NOUN,218
woof,woof,PROPN,218
alone,alone,ADV,218
wrench,wrench,NOUN,218
leaves,leave,NOUN,218
grandpa,Grandpa,PROPN,218
thinks,think,VERB,218
y,y,PROPN,218
piggie,piggie,NOUN,217
kent,Kent,PROPN,217
chimney,chimney,NOUN,217
grab,grab,VERB,217
baaee,Baaee,PROPN,216
top,top,ADJ,216
sat,sit,VERB,216
bounce,bounce,VERB,215
oink,oink,NOUN,215
g,gram,NOUN,215
sposta,sposta,PART,215
squirrel,squirrel,NOUN,215
rice,rice,NOUN,214
so_that,so_that,NOUN,214
were,be,VERB,214
can't,can't,PART,214
pin,pin,NOUN,214
sophie,Sophie,PROPN,214
maggie,Maggie,PROPN,214
bandaid,bandaid,NOUN,214
shelf,shelf,NOUN,213
wolf,wolf,NOUN,213
accident,accident,NOUN,213
whatever,whatever,PRON,213
beds,bed,NOUN,213
how_about,how_about,PROPN,213
ring,ring,VERB,212
goat,goat,NOUN,212
bulldozer,bulldozer,NOUN,211
won,win,VERB,211
wanna,wanna,PROPN,210
chickens,chicken,NOUN,210
front,front,ADJ,210
pushing,push,VERB,210
delicious,delicious,ADJ,210
barrel,barrel,NOUN,210
elephants,elephant,NOUN,210
cut,cut,NOUN,210
look_it,look_it,INTJ,209
shopping,shopping,NOUN,209
lift,lift,VERB,209
worm,worm,NOUN,209
most,most,ADJ,209
yummy,yummy,ADJ,209
charlie,Charlie,PROPN,208
born,bear,VERB,208
c,c,PROPN,208
mountain,mountain,NOUN,208
squirt,squirt,NOUN,207
station,station,NOUN,207
needta,needta,ADV,207
blood,blood,NOUN,207
feels,feel,VERB,207
pennies,penny,NOUN,207
than,than,SCONJ,206
wrote,write,VERB,206
break,break,NOUN,206
bell,bell,NOUN,206
easier,easy,ADJ,206
nineteen,nineteen,NUM,206
fold,fold,VERB,205
kitten,kitten,NOUN,205
cookie_monster,Cookie_Monster,PROPN,205
turns,turn,VERB,205
lemme,lemme,INTJ,204
zero,zero,NUM,204
calling,call,VERB,204
george,George,PROPN,204
puttaputta,puttaputta,PROPN,204
screw,screw,VERB,204
duckie,duckie,NOUN,203
garden,garden,NOUN,203
like,like,ADJ,203
class,class,NOUN,203
bench,bench,NOUN,202
terrible,terrible,ADJ,202
size,size,NOUN,202
puzzles,puzzle,NOUN,202
potato,potato,NOUN,202
mike,Mike,PROPN,202
bet,bet,NOUN,202
saturday,Saturday,PROPN,202
beans,bean,NOUN,202
toilet,toilet,NOUN,202
falls,fall,VERB,201
what_about,what_about,ADJ,201
ugh,ugh,INTJ,201
i,I,PROPN,201
camel,camel,NOUN,201
singing,sing,VERB,200
closet,closet,NOUN,200
joey,Joey,PROPN,200
messy,messy,ADJ,200
across,across,ADP,200
whale,whale,NOUN,200
of_course,of_course,NOUN,200
squeeze,squeeze,VERB,200
oven,oven,NOUN,200
hanging,hang,VERB,200
hamburger,hamburger,NOUN,199
night_night,night_night,PROPN,199
whoo,whoo,INTJ,199
awful,awful,ADJ,199
building,build,VERB,199
love,love,NOUN,199
bubble,bubble,NOUN,199
peek,peek,VERB,198
sea,sea,NOUN,198
byebye,byebye,NOUN,198
french,French,ADJ,198
crashed,crash,VERB,197
kite,kite,NOUN,197
ben,Ben,PROPN,197
choo_choo,choo_choo,PROPN,197
everyone,everyone,PRON,197
nuhhuh,nuhhuh,INTJ,196
pop,pop,VERB,196
strawberry,strawberry,NOUN,196
i'm,I'm,PROPN,196
spoons,spoon,NOUN,196
dig,dig,VERB,196
rhinoceros,rhinocero,NOUN,195
locked,lock,VERB,195
dragon,dragon,NOUN,195
puts,put,VERB,195
o,o,NOUN,195
shh,shh,INTJ,195
quarter,quarter,NOUN,195
favorite,favorite,NOUN,195
opened,open,VERB,195
slow,slow,ADJ,194
jilly,Jilly,PROPN,194
near,near,ADP,194
lookin,lookin,VERB,194
bozo,Bozo,PROPN,194
pan,pan,NOUN,193
reason,reason,NOUN,193
becky,Becky,PROPN,193
dry,dry,VERB,193
potatoes,potato,NOUN,193
killed,kill,VERB,193
belt,belt,NOUN,193
mouse,Mouse,PROPN,193
cooking,cook,VERB,192
dough,dough,NOUN,192
straight,straight,ADJ,192
halloween,Halloween,PROPN,191
tomato,tomato,NOUN,191
lots,lot,NOUN,191
none,none,NOUN,191
drank,drink,VERB,191
chips,chip,NOUN,190
gate,gate,NOUN,190
big,Big,ADJ,190
broom,broom,NOUN,190
pepper,pepper,NOUN,190
tom,Tom,PROPN,190
a_lot_of,a_lot_of,PROPN,190
town,town,NOUN,190
anywhere,anywhere,ADV,189
easter,Easter,PROPN,189
sticking,stick,VERB,189
diapers,diaper,NOUN,188
erica,Erica,PROPN,188
wash,wash,NOUN,188
dessert,dessert,NOUN,188
jelly,jelly,NOUN,188
sweetheart,sweetheart,NOUN,188
y,y,INTJ,188
wh,wh,INTJ,188
fair,fair,ADJ,187
o,o,X,187
tastes,taste,VERB,187
what_about,what_about,PROPN,187
loves,love,VERB,187
stir,stir,VERB,187
chew,chew,VERB,187
sandbox,sandbox,NOUN,186
necklace,necklace,NOUN,186
dancing,dance,VERB,186
opens,open,VERB,186
church,church,NOUN,186
seeds,seed,NOUN,185
lick,lick,VERB,185
nurse,nurse,NOUN,185
bob,Bob,PROPN,185
sent,send,VERB,185
older,old,ADJ,185
hurt,hurt,ADJ,184
judy,Judy,PROPN,184
stupid,stupid,ADJ,184
miffy,Miffy,PROPN,184
donna,Donna,PROPN,184
mix,mix,VERB,184
octopus,octopus,NOUN,184
ship,ship,NOUN,184
houses,house,NOUN,184
starts,start,VERB,184
ice_cream,ice_cream,X,183
emma,Emma,PROPN,183
jamie,Jamie,PROPN,183
piano,piano,NOUN,183
red,red,NOUN,183
popped,pop,VERB,183
airport,airport,NOUN,183
noisy,noisy,ADJ,182
rock,rock,VERB,182
fast,fast,ADJ,182
track,track,NOUN,182
clay,clay,NOUN,181
patrick,Patrick,PROPN,181
salad,salad,NOUN,181
run,run,NOUN,181
queen,queen,NOUN,180
lines,line,NOUN,180
bat,bat,NOUN,180
popcorn,popcorn,NOUN,180
frogs,frog,NOUN,180
stomach,stomach,NOUN,180
sits,sit,VERB,180
bolt,bolt,NOUN,179
dancing,dancing,NOUN,179
yard,yard,NOUN,179
learned,learn,VERB,179
answer,answer,VERB,178
missing,miss,VERB,178
pole,pole,NOUN,178
fourteen,fourteen,NUM,178
late,late,ADJ,178
goose,goose,NOUN,177
dime,dime,NOUN,177
woke,wake,VERB,176
oops,oops,ADV,176
walked,walk,VERB,176
museum,museum,NOUN,176
chantilly,Chantilly,PROPN,175
crying,cry,NOUN,175
xxx,xave,AUX,175
goodness,goodness,NOUN,175
naughty,naughty,ADJ,175
good_night,good_night,NOUN,175
chris,Chris,PROPN,175
guitar,guitar,NOUN,175
rough,rough,ADJ,174
roll,roll,NOUN,174
send,send,VERB,174
ocean,ocean,NOUN,174
radio,radio,NOUN,174
stays,stay,VERB,174
stars,star,NOUN,174
worry,worry,VERB,174
glue,glue,NOUN,174
lucky,lucky,ADJ,173
claus,Claus,PROPN,173
writing,writing,NOUN,173
pottie,pottie,NOUN,173
lived,live,VERB,173
furniture,furniture,NOUN,173
belly,belly,NOUN,173
rather,rather,ADV,173
movies,movie,NOUN,172
wonderful,wonderful,ADJ,172
police,police,NOUN,172
underneath,underneath,ADP,172
fill,fill,VERB,172
tapioca,tapioca,NOUN,171
mailman,mailman,NOUN,171
woof,woof,NOUN,171
wind,wind,VERB,171
andy,Andy,PROPN,171
spencer,Spencer,PROPN,171
drew,draw,VERB,171
themselves,themselves,PRON,170
afternoon,afternoon,NOUN,170
friday,Friday,PROPN,170
e,email,NOUN,169
shell,shell,NOUN,169
puppets,puppet,NOUN,169
katie,Katie,PROPN,169
comb,comb,VERB,169
cutting,cut,VERB,169
quick,quick,ADJ,169
belongs,belong,VERB,169
ye,ye,PROPN,168
plant,plant,NOUN,168
fly,fly,NOUN,168
boxes,box,NOUN,168
emmy,Emmy,PROPN,167
pretend,pretend,ADJ,167
pushed,push,VERB,167
nuts,nut,NOUN,167
windows,window,NOUN,167
starfish,starfish,NOUN,166
handle,handle,NOUN,166
jam,jam,NOUN,166
mistake,mistake,NOUN,166
oliver,Oliver,PROPN,166
library,library,NOUN,166
s,'s,PROPN,166
beer,beer,NOUN,166
vacuum,vacuum,NOUN,166
deal,deal,NOUN,165
pow,pow,NOUN,165
babys,baby,NOUN,165
bucket,bucket,NOUN,165
fox,fox,NOUN,165
goin,goin,ADJ,165
raining,rain,VERB,165
washing,wash,VERB,165
yellow,yellow,NOUN,164
bump,bump,VERB,164
bend,bend,VERB,164
doggy,doggy,ADJ,163
anyone,anyone,PRON,163
dangerous,dangerous,ADJ,163
chalk,chalk,NOUN,163
gettin,gettin,VERB,163
da,da,PROPN,162
pages,page,NOUN,162
desk,desk,NOUN,162
w,with,X,162
onto,onto,ADP,162
climbing,climb,VERB,162
makin,makin,VERB,162
smaller,small,ADJ,161
eaten,eat,VERB,161
left,left,ADJ,161
whistle,whistle,NOUN,161
bumped,bump,VERB,161
helping,help,VERB,160
parts,part,NOUN,160
changed,change,VERB,160
f,for,PROPN,160
to,to,PUNCT,160
hippo,hippo,NOUN,160
sandy,Sandy,PROPN,160
bang,bang,VERB,160
row,row,NOUN,160
jesus,Jesus,PROPN,160
forever,forever,ADV,159
say,say,NOUN,159
shot,shot,NOUN,159
faster,fast,ADJ,159
ribbon,ribbon,NOUN,159
jeep,jeep,NOUN,159
firemen,firemen,NOUN,159
comin,comin,VERB,158
ann_marie,Ann_Marie,PROPN,158
beard,beard,NOUN,158
woman,woman,NOUN,158
batteries,battery,NOUN,158
lobster,lobster,NOUN,158
baba,baba,NOUN,158
jj,JJ,PROPN,158
stories,story,NOUN,158
poop,poop,NOUN,157
mask,mask,NOUN,157
blowing,blow,VERB,157
punch,punch,VERB,157
peek,peek,NOUN,157
office,office,NOUN,157
life,life,NOUN,157
growing,grow,VERB,157
ge,ge,VERB,157
vacation,vacation,NOUN,157
burn,burn,VERB,157
picking,pick,VERB,157
o,of,PUNCT,156
richard,Richard,PROPN,156
dolls,doll,NOUN,156
fixing,fix,VERB,156
bless,bless,VERB,156
super,super,ADV,156
once,once,SCONJ,156
friendly,friendly,ADJ,156
step,step,NOUN,156
heads,head,NOUN,155
laughing,laugh,VERB,155
gorilla,gorilla,NOUN,155
weekend,weekend,NOUN,155
mister,Mister,PROPN,155
shadow,shadow,NOUN,155
skin,skin,NOUN,154
seal,seal,NOUN,154
lions,lion,NOUN,154
carrying,carry,VERB,154
're,be,VERB,154
battery,battery,NOUN,154
roar,roar,NOUN,154
least,least,ADJ,153
gon,go,VERB,153
until,until,ADP,153
snakes,snake,NOUN,153
lid,lid,NOUN,153
ana,Ana,PROPN,153
yea,yea,INTJ,153
mm,mm,NOUN,153
exactly,exactly,ADV,152
aid,aid,NOUN,152
mixed,mix,VERB,152
ba,ba,NOUN,152
lets,let,VERB,152
she's,she',NOUN,152
my_goodness,my_goodness,PROPN,152
player,player,NOUN,152
pancake,pancake,NOUN,152
spiderman,Spiderman,PROPN,152
joe,Joe,PROPN,152
u,you,PRON,151
how_come,how_come,NOUN,151
ourselves,ourselves,PRON,151
weeks,week,NOUN,151
spank,spank,VERB,151
yyy,yyy,X,151
piggy,piggy,NOUN,151
brothers,brother,NOUN,150
lemon,lemon,NOUN,150
doors,door,NOUN,150
slippers,slipper,NOUN,150
toot,take,VERB,150
everywhere,everywhere,ADV,150
cocoa,cocoa,NOUN,150
peas,pea,NOUN,150
t,t,PROPN,150
ghost,ghost,NOUN,149
crash,crash,VERB,149
pacifier,pacifier,NOUN,149
hug,hug,VERB,149
son,son,NOUN,149
choose,choose,VERB,149
uhhuh,uhhuh,PROPN,149
tank,tank,NOUN,148
cloth,cloth,NOUN,148
hamster,hamster,NOUN,148
meet,meet,VERB,148
umhum,umhum,INTJ,148
tha,tha,INTJ,148
gentle,gentle,ADJ,148
candle,candle,NOUN,148
lock,lock,VERB,148
pulled,pull,VERB,147
raining,raining,ADJ,147
seems,seem,VERB,147
bananas,banana,NOUN,147
snap,snap,VERB,147
rip,rip,VERB,147
eater,eater,NOUN,147
cousin,cousin,NOUN,147
knives,knife,NOUN,147
hats,hat,NOUN,147
closed,closed,ADJ,147
bar,bar,NOUN,147
winter,winter,NOUN,146
fifteen,fifteen,NUM,146
helped,help,VERB,146
peanut_butter,peanut_butter,NOUN,146
macaroni,macaroni,NOUN,146
between,between,ADP,146
ai,be,AUX,145
point,point,NOUN,145
river,river,NOUN,145
k,k,NOUN,145
weird,weird,ADJ,145
wild,wild,ADJ,145
yell,yell,VERB,145
','s,PART,145
regular,regular,ADJ,145
candles,candle,NOUN,145
mess,mess,VERB,144
barrels,barrel,NOUN,144
eighteen,eighteen,NUM,144
except,except,ADP,144
country,country,NOUN,144
both,both,ADV,144
early,early,ADV,144
tricycle,tricycle,NOUN,144
hundred,hundred,NUM,144
bunny,bunny,ADJ,144
sis,Sis,PROPN,143
pens,pen,NOUN,143
sticks,stick,VERB,143
push,push,NOUN,143
broke,break,NOUN,143
goo,goo,NOUN,143
present,present,ADJ,143
circles,circle,NOUN,143
doggies,doggy,NOUN,143
aladar,Aladar,PROPN,143
it'll,it'll,ADV,143
sign,sign,NOUN,142
asking,ask,VERB,142
koolaid,koolaid,NOUN,142
ugly,ugly,ADJ,142
quit,quit,VERB,142
jillian,Jillian,PROPN,142
danny,Danny,PROPN,142
strange,strange,ADJ,142
sometime,sometime,ADV,142
crawl,crawl,VERB,142
x,x,NOUN,142
places,place,NOUN,142
tooth,tooth,NOUN,142
ann,Ann,PROPN,142
ma,ma,NOUN,142
fighting,fight,VERB,142
steps,step,NOUN,142
higher,high,ADJ,142
runs,run,VERB,141
plenty,plenty,NOUN,141
hammer,hammer,VERB,141
harry,Harry,PROPN,141
laugh,laugh,VERB,141
y,y,NOUN,141
trains,train,NOUN,141
excited,excited,ADJ,141
swim,swim,NOUN,140
tent,tent,NOUN,140
supposed,suppose,VERB,140
car_car,car_car,NOUN,140
miss,Miss,PROPN,140
tigers,tiger,NOUN,140
playground,playground,NOUN,140
colin,Colin,PROPN,140
purple,purple,NOUN,139
bobo,Bobo,PROPN,139
taken,take,VERB,139
straight,straight,ADV,139
besides,besides,ADP,139
indian,Indian,ADJ,139
dumb,dumb,ADJ,139
speak,speak,VERB,139
difference,difference,NOUN,139
hee,hee,INTJ,139
wings,wing,NOUN,139
goin,goin,NOUN,138
seem,seem,VERB,138
grocery,grocery,NOUN,138
texas,Texas,PROPN,138
pat,pat,VERB,138
fresh,fresh,ADJ,138
listening,listen,VERB,138
throat,throat,NOUN,138
biggest,big,ADJ,137
unless,unless,SCONJ,137
valentine,valentine,NOUN,137
hold,hold,NOUN,137
taste,taste,NOUN,137
nail,nail,NOUN,137
crack,crack,VERB,137
bit,bite,VERB,137
wrap,wrap,VERB,137
fishing,fishing,NOUN,137
at,at,SCONJ,137
village,village,NOUN,137
wah,wah,INTJ,137
park,park,VERB,137
tickle,tickle,NOUN,137
nest,nest,NOUN,136
all_gone,all_gone,ADJ,136
next_to,next_to,NOUN,136
king,King,PROPN,136
gets,get,AUX,136
straw,straw,NOUN,136
batman,Batman,PROPN,136
granola,granola,NOUN,136
rainbow,rainbow,NOUN,136
robot,robot,NOUN,135
rolling,roll,VERB,135
tryin,tryin,VERB,135
cathy,Cathy,PROPN,135
feeling,feel,VERB,135
plants,plant,NOUN,135
saw,saw,NOUN,135
pooh,Pooh,PROPN,135
safe,safe,ADJ,135
sticker,sticker,NOUN,135
sides,side,NOUN,135
r,be,AUX,135
cindy,Cindy,PROPN,135
stack,stack,VERB,135
spit,spit,VERB,134
ours,ours,PRON,134
rossy,Rossy,PROPN,134
chin,chin,NOUN,134
tires,tire,NOUN,134
stickers,sticker,NOUN,134
sees,see,VERB,134
missing,missing,ADJ,134
no,no,ADV,134
extra,extra,ADJ,134
huge,huge,ADJ,133
lettuce,lettuce,NOUN,133
computer,computer,NOUN,133
forest,forest,NOUN,133
wait,wait,NOUN,133
mkay,mkay,INTJ,133
moves,move,VERB,133
